orth;seqname;start;end;strand
ASTE007359;scaffold_00028;1330330;1330590;-
ASTE007361;scaffold_00028;1370634;1370855;-
ASTE007367;scaffold_00028;1395038;1395067;-
ASTE015928;scaffold_00126;221890;222122;-
ASTE007374;scaffold_00028;1588251;1590364;-
ASTE007373;scaffold_00028;1580001;1580381;-
ASTE014833;scaffold_00028;941037;941223;-
NA;NA;NA;NA;NA
ASTE014835;scaffold_00028;1699969;1700201;-
ASTE014836;scaffold_00028;1771354;1771436;+
ASTE014837;scaffold_00028;1815805;1817794;-
ASTE014838;scaffold_00028;1887600;1887754;-
ASTE010883;scaffold_00028;2044040;2044105;-
ASTE010891;scaffold_00030;1956521;1957699;+
ASTE010893;scaffold_00030;1934301;1934485;+
ASTE010886;scaffold_00625;1834;1850;+
ASTE010888;scaffold_00030;1974092;1974165;-
ASTE010890;scaffold_00030;1960521;1961032;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE010896;scaffold_00030;1847776;1848047;+
ASTE010897;scaffold_00875;2720;2840;-
NA;NA;NA;NA;NA
ASTE010895;scaffold_00030;1858159;1858176;+
ASTE010899;scaffold_00030;1821334;1823130;+
ASTE010892;scaffold_00030;1951793;1954811;-
NA;NA;NA;NA;NA
ASTE010884;scaffold_00028;2075621;2076214;-
ASTE010894;scaffold_00030;1881321;1881360;-
ASTE010882;scaffold_00028;2034848;2035282;+
ASTE010881;scaffold_00028;2034594;2034660;-
ASTE015207;scaffold_00030;1836208;1836223;+
ASTE015208;scaffold_00030;1821334;1823130;+
NA;NA;NA;NA;NA
ASTE006179;scaffold_00003;5070092;5070129;+
ASTE006182;scaffold_00003;4968880;4969053;-
ASTE006184;scaffold_00003;4958695;4959287;+
ASTE006178;scaffold_00003;5119562;5119993;+
ASTE006180;scaffold_00003;5022825;5023552;-
ASTE006183;scaffold_00003;4958695;4959287;+
ASTE011133;scaffold_00118;81129;81278;+
ASTE011131;scaffold_00118;60630;61649;+
ASTE011135;scaffold_00118;108042;108095;+
ASTE011137;scaffold_00118;112836;113724;+
ASTE011134;scaffold_00118;106977;107327;-
ASTE011139;scaffold_00118;121896;121952;-
ASTE011148;scaffold_00118;218941;219069;-
ASTE011147;scaffold_00118;211598;211685;+
ASTE011150;scaffold_00118;255965;256404;-
NA;NA;NA;NA;NA
ASTE011161;scaffold_00118;340045;340084;-
ASTE011166;scaffold_00118;351987;352051;-
NA;NA;NA;NA;NA
ASTE011157;scaffold_00118;307635;308249;-
ASTE011159;scaffold_00118;323851;325150;+
ASTE011163;scaffold_00118;342137;342299;+
ASTE011129;scaffold_00118;46959;47079;+
ASTE011138;scaffold_00118;114385;116289;-
NA;NA;NA;NA;NA
ASTE011141;scaffold_00118;131328;131583;+
ASTE011145;scaffold_00118;195142;196146;-
ASTE011146;scaffold_00118;195142;196146;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE011158;scaffold_00118;319666;319820;-
ASTE011160;scaffold_00118;332587;332711;-
ASTE011155;scaffold_00118;307635;308249;-
ASTE011162;scaffold_00118;341858;341932;-
ASTE011165;scaffold_00118;351019;351173;+
ASTE011164;scaffold_00118;346634;346807;+
ASTE011136;scaffold_00118;110774;110972;-
ASTE011144;scaffold_01073;1227;1631;-
ASTE011151;scaffold_00118;259678;259773;-
ASTE011153;scaffold_00118;307635;308249;-
ASTE011156;scaffold_00118;307635;308249;-
ASTE011130;scaffold_00118;55570;55663;+
ASTE011132;scaffold_00118;81129;81278;+
ASTE011154;scaffold_00118;307635;308249;-
NA;NA;NA;NA;NA
ASTE015237;scaffold_00118;100122;100286;+
ASTE015238;scaffold_01073;1227;1631;-
NA;NA;NA;NA;NA
ASTE015239;scaffold_00275;3518;3574;+
ASTE015240;scaffold_00275;358;546;+
ASTE005608;scaffold_00018;1896454;1896664;+
ASTE005609;scaffold_00018;2152250;2152367;-
ASTE014633;scaffold_00018;2155338;2155435;-
NA;NA;NA;NA;NA
ASTE000458;scaffold_00055;1148795;1149166;+
ASTE000463;scaffold_00055;1139033;1139638;-
NA;NA;NA;NA;NA
ASTE000465;scaffold_00055;1133370;1133762;-
ASTE000457;scaffold_00055;1153735;1153839;-
ASTE000459;scaffold_00055;1148199;1148292;-
ASTE000461;scaffold_00055;1140136;1140192;+
ASTE000460;scaffold_00055;1146074;1146090;-
ASTE000464;scaffold_00055;1136226;1136358;+
ASTE000466;scaffold_00055;1130599;1130742;+
ASTE000462;scaffold_00055;1140136;1140192;+
NA;NA;NA;NA;NA
ASTE005362;scaffold_00030;1628293;1628356;+
ASTE005366;scaffold_00030;1602725;1603200;-
ASTE005373;scaffold_00030;1526457;1527992;-
ASTE005360;scaffold_00115;418692;419720;+
ASTE005361;scaffold_00115;409786;410056;-
ASTE005367;scaffold_00030;1599923;1600337;-
ASTE005364;scaffold_00030;1609174;1609236;-
ASTE005370;scaffold_00030;1592228;1592353;-
ASTE005369;scaffold_00030;1593347;1593384;+
ASTE005372;scaffold_00030;1580446;1580544;+
ASTE005363;scaffold_00030;1615732;1616010;-
ASTE005376;scaffold_00030;1503620;1503689;-
NA;NA;NA;NA;NA
ASTE005374;scaffold_00030;1517025;1517039;-
ASTE005368;scaffold_00030;1596985;1597542;-
ASTE005365;scaffold_00030;1606231;1606489;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE014599;scaffold_02272;1030;1087;+
ASTE011054;scaffold_00044;144646;144691;+
ASTE011063;scaffold_00044;237865;237944;-
ASTE011064;scaffold_00044;239190;239311;-
ASTE011066;scaffold_00044;242170;242323;-
ASTE011058;scaffold_00044;204419;204440;+
ASTE011062;scaffold_00044;233095;233193;+
ASTE011065;scaffold_00044;239974;239986;+
ASTE011061;scaffold_00044;227878;227925;-
ASTE011067;scaffold_00044;263882;263894;+
ASTE011055;scaffold_00044;155609;155747;+
NA;NA;NA;NA;NA
ASTE011060;scaffold_00044;226525;226571;-
ASTE011072;scaffold_00044;361273;362070;-
ASTE011068;scaffold_00044;290858;291230;-
ASTE011070;scaffold_00044;296757;297980;+
ASTE011056;scaffold_00044;170748;170969;+
ASTE011057;scaffold_00044;204419;204440;+
ASTE011069;scaffold_00044;296757;297980;+
ASTE011073;scaffold_00044;361273;362070;-
ASTE011071;scaffold_00044;306967;307525;-
NA;NA;NA;NA;NA
ASTE005397;scaffold_00032;50090;50099;+
ASTE005398;scaffold_00032;40349;40387;+
ASTE005400;scaffold_00169;38001;38307;+
ASTE005407;scaffold_00034;44739;45329;-
ASTE005399;scaffold_00169;55963;56132;+
ASTE005411;scaffold_00034;65521;65672;-
ASTE005409;scaffold_00034;54309;54386;-
ASTE005403;scaffold_00034;32523;32614;+
ASTE005402;scaffold_00034;31108;31123;-
ASTE005405;scaffold_00034;37984;38402;-
ASTE005404;scaffold_00034;33464;34963;+
ASTE005412;scaffold_00034;85570;85678;-
ASTE005406;scaffold_00034;38676;41510;+
ASTE005415;scaffold_00034;108012;108070;-
NA;NA;NA;NA;NA
ASTE005410;scaffold_00034;56060;56134;+
ASTE005413;scaffold_00034;86355;86484;+
ASTE005414;scaffold_00034;99381;99715;+
ASTE005401;scaffold_00034;11499;11662;-
ASTE014605;scaffold_00034;108482;108536;+
ASTE015880;scaffold_00061;15487;16257;+
ASTE010994;scaffold_00089;292510;292554;+
NA;NA;NA;NA;NA
ASTE011004;scaffold_00089;217453;217614;+
ASTE010995;scaffold_00089;281646;281669;-
ASTE010997;scaffold_00089;274920;275388;-
ASTE010999;scaffold_00089;265150;265329;-
ASTE011012;scaffold_00089;153993;154357;+
ASTE015937;scaffold_00073;868745;868876;-
ASTE011014;scaffold_00089;148103;148618;+
ASTE011015;scaffold_00089;136119;136256;+
ASTE011013;scaffold_00089;149496;149567;+
ASTE011007;scaffold_00089;202128;204293;+
NA;NA;NA;NA;NA
ASTE010998;scaffold_00089;269205;269301;+
ASTE011000;scaffold_00089;265150;265329;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE010992;scaffold_00089;372154;372247;-
ASTE010993;scaffold_00089;300655;300660;-
ASTE010996;scaffold_00089;276398;277228;+
NA;NA;NA;NA;NA
ASTE011008;scaffold_00089;201235;201351;-
ASTE011009;scaffold_00089;161805;162563;-
ASTE011005;scaffold_00738;685;1296;+
ASTE015217;scaffold_00089;373717;373820;-
ASTE015218;scaffold_00089;351226;351485;+
ASTE015219;scaffold_00089;217453;217614;+
NA;NA;NA;NA;NA
ASTE001521;scaffold_00038;18908;18923;-
ASTE001497;scaffold_00038;313531;313728;+
ASTE001505;scaffold_00038;227222;227959;+
ASTE001502;scaffold_00038;254964;255368;+
ASTE001504;scaffold_00038;234507;237723;+
ASTE001501;scaffold_00038;254964;255368;+
ASTE001503;scaffold_00038;234507;237723;+
ASTE001499;scaffold_00038;278348;278355;+
ASTE001508;scaffold_00038;189505;189794;+
NA;NA;NA;NA;NA
ASTE001511;scaffold_00038;144788;144797;-
ASTE001514;scaffold_00038;121754;121960;-
NA;NA;NA;NA;NA
ASTE001520;scaffold_00038;27768;27874;+
ASTE001518;scaffold_00038;60836;60882;+
ASTE001517;scaffold_00038;65720;66025;-
NA;NA;NA;NA;NA
ASTE001516;scaffold_00038;83994;84049;+
ASTE001496;scaffold_00038;325061;325186;-
ASTE001498;scaffold_00038;282786;283505;-
ASTE001506;scaffold_00038;209442;209630;+
ASTE001500;scaffold_00038;269316;269342;+
ASTE001509;scaffold_00038;173790;175452;+
ASTE001513;scaffold_00038;125418;125428;+
ASTE001515;scaffold_00038;108063;108075;+
ASTE001507;scaffold_00038;198701;198742;-
NA;NA;NA;NA;NA
ASTE014160;scaffold_00038;233128;233188;+
NA;NA;NA;NA;NA
ASTE014161;scaffold_00038;182386;182476;+
ASTE014163;scaffold_00038;67605;67770;+
ASTE000528;scaffold_00111;194073;194152;+
ASTE000534;scaffold_00111;225135;225519;-
ASTE000610;scaffold_00078;553725;553785;+
ASTE000609;scaffold_00078;609682;610103;-
ASTE000628;scaffold_00087;149794;150852;+
ASTE000629;scaffold_00087;165426;165466;+
ASTE000637;scaffold_00060;80620;80748;-
ASTE000648;scaffold_00060;307379;307807;-
ASTE000657;scaffold_00060;406621;407160;+
ASTE000553;scaffold_00111;434294;434474;+
ASTE000663;scaffold_00060;438911;440261;-
ASTE000688;scaffold_00295;5434;5530;+
ASTE000691;scaffold_00060;691940;693829;-
ASTE000701;scaffold_00060;897258;897324;-
ASTE000696;scaffold_00060;823849;824385;-
ASTE000692;scaffold_00060;794874;795632;+
ASTE000550;scaffold_00111;388379;389125;-
ASTE000706;scaffold_00060;905582;905763;+
ASTE000707;scaffold_00060;917357;917662;-
ASTE000708;scaffold_00060;917357;917662;-
ASTE000710;scaffold_00060;926934;930542;+
ASTE000724;scaffold_00060;1130476;1130827;-
ASTE000715;scaffold_00060;1024393;1024975;+
ASTE000716;scaffold_00060;1061643;1061658;+
ASTE000563;scaffold_00321;7158;7316;+
ASTE000577;scaffold_00136;232928;234520;-
ASTE000575;scaffold_00136;239204;239596;-
ASTE000588;scaffold_00136;139171;139449;+
ASTE000598;scaffold_00136;39541;40764;-
ASTE000600;scaffold_00136;19579;19860;+
NA;NA;NA;NA;NA
ASTE000615;scaffold_00078;437737;437744;+
NA;NA;NA;NA;NA
ASTE000613;scaffold_00078;511296;511344;+
ASTE000614;scaffold_00078;465938;466153;+
ASTE000543;scaffold_00111;307723;307753;-
ASTE000621;scaffold_00078;53405;53426;-
ASTE000626;scaffold_00087;13078;14043;-
ASTE000660;scaffold_00060;418571;419014;-
ASTE000661;scaffold_00060;420707;420736;-
ASTE000670;scaffold_00060;498755;499687;+
NA;NA;NA;NA;NA
ASTE000667;scaffold_00060;473882;474714;+
ASTE000697;scaffold_00060;825446;825476;+
ASTE000718;scaffold_00060;1093216;1093252;+
NA;NA;NA;NA;NA
ASTE000582;scaffold_00136;201744;202856;-
ASTE000580;scaffold_00136;205073;205225;+
ASTE000586;scaffold_00136;161548;162719;+
ASTE000593;scaffold_00136;80954;81071;-
ASTE000602;scaffold_00078;739049;740008;+
ASTE000605;scaffold_00078;665813;669394;+
ASTE000603;scaffold_00078;705928;706128;+
ASTE000529;scaffold_00111;201315;201803;-
ASTE000527;scaffold_00111;181347;184724;+
ASTE000530;scaffold_00111;204124;204183;+
ASTE000531;scaffold_00111;208557;208742;-
ASTE000533;scaffold_00111;225135;225519;-
ASTE000607;scaffold_00078;614281;614455;-
ASTE000611;scaffold_00078;553340;553412;-
ASTE000540;scaffold_00111;277161;277289;-
ASTE000541;scaffold_00111;277779;277905;+
ASTE000616;scaffold_00078;374033;374740;-
ASTE000539;scaffold_00111;274018;274912;+
ASTE000618;scaffold_00078;161691;161857;+
ASTE000619;scaffold_00078;160879;161034;-
ASTE000622;scaffold_00078;46183;46351;+
ASTE000627;scaffold_00087;46698;47435;-
ASTE000625;scaffold_00087;9225;10210;+
ASTE000624;scaffold_00087;1391;1408;-
ASTE000632;scaffold_00060;1791;1920;-
ASTE000630;scaffold_00087;190005;190030;+
ASTE000633;scaffold_00060;1791;1920;-
ASTE000636;scaffold_00060;61739;61851;+
ASTE000634;scaffold_00060;13868;13884;-
ASTE000638;scaffold_00060;102059;102081;-
ASTE000647;scaffold_00060;305155;305316;+
ASTE000644;scaffold_00060;284658;284710;-
ASTE000640;scaffold_00060;243228;243791;+
ASTE000642;scaffold_00060;269696;269809;+
ASTE000645;scaffold_00060;285515;287062;+
ASTE000650;scaffold_00060;315744;316318;+
ASTE000649;scaffold_00060;308386;308477;+
ASTE000651;scaffold_00060;320977;321726;-
ASTE000654;scaffold_00060;367052;367197;-
ASTE000658;scaffold_00060;410247;410324;-
ASTE000655;scaffold_00060;386915;386936;-
ASTE000546;scaffold_00111;367742;367831;+
ASTE000548;scaffold_00111;372621;372682;+
ASTE000544;scaffold_00111;353854;353889;-
ASTE000547;scaffold_00111;371230;371303;-
ASTE000549;scaffold_00111;388379;389125;-
ASTE000551;scaffold_00111;388379;389125;-
ASTE000671;scaffold_00060;505392;505667;-
ASTE000662;scaffold_00060;426001;426127;+
ASTE000552;scaffold_00111;393522;394714;-
ASTE000665;scaffold_00060;455671;455673;+
ASTE000666;scaffold_00060;461650;461919;+
ASTE000674;scaffold_00060;538264;538476;-
ASTE000677;scaffold_00060;574082;574151;-
NA;NA;NA;NA;NA
ASTE000680;scaffold_00060;580111;580318;+
ASTE000681;scaffold_00060;594928;595161;-
ASTE000682;scaffold_00060;618848;619233;-
ASTE000690;scaffold_00295;189;1179;+
ASTE000684;scaffold_00060;648919;649354;-
NA;NA;NA;NA;NA
ASTE000685;scaffold_00060;675617;675675;+
NA;NA;NA;NA;NA
ASTE000689;scaffold_00295;4144;4887;-
ASTE000694;scaffold_00060;801223;801301;-
ASTE000699;scaffold_00060;829828;829842;+
ASTE000700;scaffold_00060;878914;878916;+
ASTE000693;scaffold_00060;796026;796611;-
ASTE000695;scaffold_00060;812280;812345;-
ASTE000709;scaffold_00060;925854;925897;-
ASTE000703;scaffold_00060;900333;900534;-
ASTE000705;scaffold_00060;904778;904861;-
ASTE000702;scaffold_00060;897953;897980;+
ASTE000712;scaffold_00060;949063;949893;-
ASTE000704;scaffold_00060;901047;901152;+
ASTE000711;scaffold_00060;932871;933060;+
ASTE000713;scaffold_00060;964265;964302;+
ASTE000723;scaffold_00060;1121673;1121859;+
ASTE000720;scaffold_00060;1105142;1105388;-
ASTE000714;scaffold_00060;995329;995395;+
ASTE000721;scaffold_00060;1106352;1106520;+
ASTE000722;scaffold_00060;1109316;1109604;+
ASTE000557;scaffold_00198;25811;26324;-
ASTE000555;scaffold_00111;444885;444930;+
ASTE000554;scaffold_00111;444181;444195;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE000561;scaffold_00164;117769;119385;-
ASTE000562;scaffold_00164;101207;101388;-
ASTE000565;scaffold_00164;78511;78686;-
ASTE000572;scaffold_00136;245100;245205;+
ASTE000573;scaffold_00136;241659;241670;+
ASTE000576;scaffold_00136;235484;235515;+
ASTE000569;scaffold_01384;423;631;+
ASTE000578;scaffold_00136;230077;230270;+
ASTE000571;scaffold_00136;253511;253618;-
ASTE000574;scaffold_00136;241062;241103;-
ASTE000579;scaffold_00136;228699;228806;-
ASTE000566;scaffold_00164;18625;18826;+
ASTE000584;scaffold_00136;177739;177756;+
ASTE000587;scaffold_00136;139938;140462;+
ASTE000585;scaffold_00136;164911;165726;-
ASTE000581;scaffold_00136;205073;205225;+
ASTE000583;scaffold_00136;184259;184454;+
ASTE000590;scaffold_00136;107129;107245;+
ASTE000591;scaffold_00136;92990;93241;+
ASTE000596;scaffold_00136;53238;53438;-
ASTE000592;scaffold_00136;83502;84229;+
ASTE000594;scaffold_00136;73319;73383;+
ASTE000595;scaffold_00136;65701;65865;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE000604;scaffold_00078;692528;692556;+
ASTE000532;scaffold_00111;209585;209596;+
ASTE000526;scaffold_00111;181347;184724;+
ASTE000608;scaffold_00078;610974;611029;+
NA;NA;NA;NA;NA
ASTE000536;scaffold_00111;266177;267409;-
ASTE000535;scaffold_00111;266177;267409;-
ASTE000542;scaffold_00111;294670;294826;-
ASTE000538;scaffold_00111;267576;267599;+
ASTE000617;scaffold_00078;180449;180974;-
ASTE000623;scaffold_00078;35810;35821;+
ASTE000620;scaffold_00078;79640;79739;-
NA;NA;NA;NA;NA
ASTE000635;scaffold_00060;60610;60803;-
ASTE000646;scaffold_00060;302517;302771;-
ASTE000639;scaffold_00060;243228;243791;+
ASTE000641;scaffold_00060;263352;264254;+
ASTE000643;scaffold_00060;274237;274673;+
ASTE000659;scaffold_00060;413363;413382;+
ASTE000652;scaffold_00060;327055;327237;-
NA;NA;NA;NA;NA
ASTE000656;scaffold_00060;405819;405963;-
ASTE000669;scaffold_00060;497244;497394;-
NA;NA;NA;NA;NA
ASTE000672;scaffold_00060;513228;513530;-
ASTE000545;scaffold_00111;366457;366744;+
ASTE000679;scaffold_00060;580111;580318;+
ASTE000673;scaffold_00060;520779;521104;+
ASTE000675;scaffold_00060;539919;539985;+
ASTE000676;scaffold_00060;548835;548915;-
NA;NA;NA;NA;NA
ASTE000698;scaffold_00060;828374;828475;-
ASTE000717;scaffold_00060;1090747;1090762;+
ASTE000719;scaffold_00060;1098320;1098487;+
ASTE000558;scaffold_03174;774;1112;+
ASTE000567;scaffold_00164;11744;12328;+
ASTE000568;scaffold_00164;11744;12328;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE000599;scaffold_00136;34166;34190;+
ASTE014054;scaffold_00111;288691;288806;-
ASTE014055;scaffold_00111;444181;444195;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE014059;scaffold_03466;769;1233;-
ASTE014058;scaffold_00198;23275;23746;+
ASTE014060;scaffold_00136;248252;248382;-
ASTE014061;scaffold_00136;39541;40764;-
ASTE014062;scaffold_00087;197734;197860;+
ASTE014063;scaffold_00060;73989;74559;-
ASTE014064;scaffold_00060;82297;83338;-
ASTE014066;scaffold_00060;411163;411174;+
ASTE014065;scaffold_00060;380123;380131;-
ASTE014068;scaffold_00060;591588;591998;-
ASTE014067;scaffold_00060;533837;534020;-
ASTE014069;scaffold_00060;691940;693829;-
ASTE002445;scaffold_00100;23857;24032;+
ASTE002517;scaffold_00036;235069;235100;-
ASTE002518;scaffold_00036;235792;235860;+
ASTE002446;scaffold_00100;28836;29954;-
ASTE002528;scaffold_00036;299940;300371;-
ASTE002529;scaffold_00036;300538;300819;-
ASTE002532;scaffold_00036;324349;326844;-
ASTE002537;scaffold_00036;402719;404434;+
ASTE002544;scaffold_00036;464636;464641;+
ASTE002540;scaffold_00036;410704;411714;-
ASTE002545;scaffold_00036;464636;464641;+
ASTE002534;scaffold_00036;363442;364374;+
ASTE002449;scaffold_00100;47134;47330;+
ASTE002463;scaffold_00100;335840;335853;+
ASTE002466;scaffold_00100;382917;383936;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE002486;scaffold_00144;103950;104552;-
ASTE002504;scaffold_00036;154940;154957;+
ASTE002530;scaffold_00036;311775;312132;-
ASTE002542;scaffold_00036;445030;445608;+
ASTE002535;scaffold_00036;384640;384648;+
ASTE002538;scaffold_00036;404810;405985;+
ASTE002453;scaffold_00100;168083;168239;-
ASTE002452;scaffold_00100;165810;166272;-
ASTE002465;scaffold_00100;352909;353428;-
ASTE002473;scaffold_00100;454491;455099;-
ASTE002438;scaffold_00147;124265;124383;-
ASTE002505;scaffold_00036;163106;163132;-
ASTE002500;scaffold_00036;110283;110378;+
ASTE002501;scaffold_00036;119231;119260;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE002515;scaffold_00036;230196;230286;-
ASTE002516;scaffold_00036;231079;231081;+
ASTE002520;scaffold_00036;237716;237992;+
ASTE002521;scaffold_00036;240123;241876;+
ASTE002510;scaffold_00322;88;374;+
ASTE002511;scaffold_00798;1927;2719;+
ASTE002527;scaffold_02658;1099;1505;+
ASTE002440;scaffold_00147;1608;3192;-
NA;NA;NA;NA;NA
ASTE002444;scaffold_00100;17873;18100;+
ASTE002441;scaffold_00100;4152;4275;-
ASTE002539;scaffold_00036;406898;407543;+
ASTE002536;scaffold_00036;402212;402322;-
ASTE002533;scaffold_00036;344835;344892;+
ASTE002451;scaffold_00100;161375;161498;+
ASTE002454;scaffold_00100;183835;184207;-
ASTE002455;scaffold_00100;248379;248632;-
ASTE002458;scaffold_00100;273522;273606;+
ASTE002456;scaffold_00100;248379;248632;-
ASTE002457;scaffold_00100;268916;269022;-
ASTE002459;scaffold_00100;284288;284521;-
ASTE002461;scaffold_00100;301644;301682;-
ASTE002462;scaffold_00100;324774;324779;-
ASTE002469;scaffold_00100;403405;403450;+
NA;NA;NA;NA;NA
ASTE002467;scaffold_00100;392924;393447;+
ASTE002468;scaffold_00100;402809;402948;-
ASTE002470;scaffold_00100;404950;406232;-
ASTE002472;scaffold_00100;440778;440869;-
ASTE002475;scaffold_00100;507700;507736;+
ASTE002478;scaffold_00144;211938;212039;-
ASTE002480;scaffold_00144;143069;143140;-
ASTE002481;scaffold_00144;133443;134425;-
ASTE002482;scaffold_00144;133443;134425;-
ASTE002489;scaffold_00144;68752;68849;-
ASTE002490;scaffold_00144;59328;59378;+
ASTE002494;scaffold_00144;29268;29315;+
ASTE002487;scaffold_00144;100479;100580;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE002503;scaffold_00036;144195;144406;-
ASTE002502;scaffold_00036;123740;123774;+
ASTE002506;scaffold_00036;164651;164754;+
NA;NA;NA;NA;NA
ASTE002519;scaffold_00036;237099;237244;-
NA;NA;NA;NA;NA
ASTE002514;scaffold_00036;203507;203659;-
ASTE002513;scaffold_00036;203507;203659;-
ASTE002531;scaffold_00036;315636;315682;+
ASTE002523;scaffold_00036;252689;252742;+
ASTE002522;scaffold_00036;248014;248057;+
ASTE002526;scaffold_00036;277563;277569;-
ASTE002524;scaffold_00036;257846;259103;+
ASTE002525;scaffold_00036;277563;277569;-
ASTE002541;scaffold_00036;410704;411714;-
ASTE002543;scaffold_00036;464636;464641;+
ASTE002448;scaffold_00100;41497;41571;+
ASTE002439;scaffold_00147;41658;44047;+
ASTE002443;scaffold_00100;15116;15137;-
ASTE002447;scaffold_00100;37679;37739;-
ASTE002450;scaffold_00100;148105;148491;+
ASTE002460;scaffold_00100;289700;289922;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE002477;scaffold_00144;219134;219176;-
ASTE002479;scaffold_00144;167320;167461;-
ASTE002483;scaffold_00144;133443;134425;-
ASTE002491;scaffold_00144;54692;55119;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE002499;scaffold_00036;81570;81819;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE014280;scaffold_00100;10453;10750;+
